EntrezID,logFC,baseMean,lfcSE,stat,P.Value,adj.P.Val,Symbols,Name
305349,1.3076,1.0002,2.072,0.63107,0.528,0.97473,Wdr19,WD repeat domain 19
108348096,-1.0353,1.2848,1.6409,-0.63096,0.52806,0.97473,LOC108348096,ras-related GTP-binding protein B
309774,0.97502,26.61,1.5455,0.63088,0.52812,0.97473,Gopc,golgi associated PDZ and coiled-coil motif containing
103690107,-0.26093,199.36,0.41362,-0.63084,0.52814,0.97473,103690107,NA
287556,-0.6986,37.289,1.1078,-0.6306,0.5283,0.97473,Rhbdl3,rhomboid like 3
298787,1.4364,13.825,2.278,0.63055,0.52834,0.97473,Memo1,mediator of cell motility 1
500261,-0.74891,3.9545,1.1881,-0.63036,0.52846,0.97473,Magi1,"""membrane associated guanylate kinase, WW and PDZ domain containing 1"""
114629,-0.72159,5.4693,1.1453,-0.63006,0.52866,0.97473,Slc26a3,solute carrier family 26 member 3
361883,-0.2691,83.473,0.42713,-0.63002,0.52868,0.97473,Mrps27,mitochondrial ribosomal protein S27
309373,-0.14238,65.612,0.226,-0.62998,0.5287,0.97473,Ubtd1,ubiquitin domain containing 1
299618,0.10032,569.15,0.15925,0.62996,0.52872,0.97473,Mknk2,MAPK interacting serine/threonine kinase 2
313453,2.6597,7.9987,4.222,0.62995,0.52873,0.97473,Tmem255a,transmembrane protein 255A
309390,-1.2699,0.84809,2.0164,-0.62979,0.52883,0.97473,Entpd7,ectonucleoside triphosphate diphosphohydrolase 7
81666,0.23842,25.988,0.37864,0.62968,0.52891,0.97473,Gnaq,G protein subunit alpha q
300438,1.8244,18.361,2.8995,0.62921,0.52921,0.97473,Ldlr,low density lipoprotein receptor
100912034,-0.33869,1389.5,0.53833,-0.62915,0.52925,0.97473,LOC100912034,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11-like
290647,0.18366,135.33,0.29196,0.62906,0.52931,0.97473,Lsm4,"""LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"""
360762,0.27333,47.237,0.43457,0.62896,0.52937,0.97473,Polr1d,RNA polymerase I and III subunit D
306344,-0.29618,52.739,0.47109,-0.62871,0.52954,0.97473,Arrdc2,arrestin domain containing 2
315164,-1.0504,4.3753,1.6707,-0.6287,0.52954,0.97473,Cenpm,centromere protein M
85245,0.33199,183.47,0.52807,0.62868,0.52956,0.97473,Kpna2,karyopherin subunit alpha 2
301346,0.20372,88.516,0.3241,0.62858,0.52962,0.97473,Sema4c,semaphorin 4C
297093,0.21659,82.023,0.34472,0.62831,0.5298,0.97473,Cbx3,chromobox 3
294333,-0.16107,62.039,0.25648,-0.628,0.53,0.97473,Fam207a,"""family with sequence similarity 207, member A"""
364380,0.15075,269.07,0.24011,0.62783,0.53012,0.97473,Abhd4,abhydrolase domain containing 4
295161,0.42625,10.965,0.67896,0.6278,0.53013,0.97473,Fhdc1,FH2 domain containing 1
294326,-0.29516,819.52,0.47025,-0.62766,0.53023,0.97473,Gatd3a,glutamine amidotransferase like class 1 domain containing 3A
311800,0.16719,37.019,0.26642,0.62755,0.5303,0.97473,Tmem203,transmembrane protein 203
60587,0.35772,10.805,0.57015,0.62741,0.53039,0.97473,Dusp4,dual specificity phosphatase 4
307594,0.37757,25.65,0.60185,0.62736,0.53042,0.97473,Mib1,mindbomb E3 ubiquitin protein ligase 1
360871,1.3036,85.384,2.0789,0.62708,0.53061,0.97473,Mpzl1,myelin protein zero-like 1
688288,-0.11518,232.51,0.18373,-0.62689,0.53073,0.97473,Eif4a3,eukaryotic translation initiation factor 4A3
289582,-0.72902,43.025,1.163,-0.62687,0.53074,0.97473,Fip1l1,factor interacting with PAPOLA and CPSF1
29753,0.17166,1017.5,0.27409,0.6263,0.53112,0.97473,Ywhae,"""tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon"""
245981,-0.24618,1821.1,0.3931,-0.62627,0.53114,0.97473,Rpl15,ribosomal protein L15
291320,-0.16452,105.76,0.26273,-0.62619,0.53119,0.97473,Mindy3,MINDY lysine 48 deubiquitinase 3
29302,1.0005,6.026,1.5978,0.62619,0.53119,0.97473,Itgb3,integrin subunit beta 3
500714,-0.26928,100.17,0.43025,-0.62588,0.53139,0.97473,Rpl6-ps1,"""ribosomal protein L6, pseudogene 1"""
360202,-0.72527,64.118,1.1589,-0.62584,0.53142,0.97473,Ston1,stonin 1
298186,-1.0498,2.7867,1.6775,-0.62578,0.53146,0.97473,Ttc39b,tetratricopeptide repeat domain 39B
305604,-0.96242,43.652,1.5381,-0.62573,0.53149,0.97473,Efemp1,EGF containing fibulin extracellular matrix protein 1
501088,-0.64597,24.198,1.0324,-0.62572,0.5315,0.97473,Tbc1d5,"""TBC1 domain family, member 5"""
364395,-0.2646,745.88,0.42299,-0.62555,0.53161,0.97473,C1qtnf9,C1q and TNF related 9
360823,0.11411,371.22,0.18241,0.62555,0.53161,0.97473,Ankrd13a,ankyrin repeat domain 13a
680122,0.23766,21.965,0.37998,0.62545,0.53168,0.97473,Sap30,Sin3A associated protein 30
498234,0.16892,203.69,0.27024,0.62506,0.53193,0.97503,Arl8a,ADP-ribosylation factor like GTPase 8A
360868,0.23053,98.215,0.36892,0.62488,0.53205,0.97503,Sft2d2,SFT2 domain containing 2
25238,0.40153,28.098,0.64278,0.62469,0.53218,0.97503,Grk2,G protein-coupled receptor kinase 2
302557,0.60041,50.972,0.9612,0.62464,0.53221,0.97503,Pqbp1,polyglutamine binding protein 1
309207,0.47528,18.701,0.76148,0.62415,0.53253,0.97526,Dagla,"""diacylglycerol lipase, alpha"""
287612,-0.36731,21.764,0.58871,-0.62393,0.53268,0.97526,Mks1,MKS transition zone complex subunit 1
316614,-2.1577,1.2429,3.4587,-0.62386,0.53272,0.97526,Asb18,ankyrin repeat and SOCS box-containing 18
366013,-0.30499,14.536,0.48892,-0.6238,0.53276,0.97526,Coq4,coenzyme Q4
100361234,0.27199,43.608,0.4361,0.62368,0.53284,0.97526,Btbd19,BTB domain containing 19
316810,-0.26224,21.596,0.42052,-0.62362,0.53287,0.97526,Gtf3c3,general transcription factor IIIC subunit 3
100359595,0.38201,11.058,0.61272,0.62346,0.53298,0.97529,Tbc1d32,"""TBC1 domain family, member 32"""
287634,1.3806,1.9797,2.2155,0.62315,0.53318,0.9755,Eme1,essential meiotic structure-specific endonuclease 1
315101,0.22391,40.934,0.35946,0.62291,0.53334,0.97561,Zfp7,zinc finger protein 7
83583,-0.21263,463.94,0.34145,-0.62273,0.53346,0.97561,Rabac1,Rab acceptor 1
116568,0.7236,3.1321,1.1622,0.62262,0.53353,0.97561,Ggt1,gamma-glutamyltransferase 1
360520,1.3184,24.93,2.1181,0.62243,0.53366,0.97561,Tbc1d9b,TBC1 domain family member 9B
364878,-0.30636,14.613,0.49224,-0.62237,0.5337,0.97561,Marchf3,membrane associated ring-CH-type finger 3
316348,-0.23967,161.44,0.38524,-0.62212,0.53387,0.97574,Pdcl3,phosducin-like 3
282826,0.39239,68.334,0.63097,0.62189,0.53402,0.97574,Elac2,elaC ribonuclease Z 2
305270,-1.5021,10.798,2.4156,-0.62183,0.53406,0.97574,Cenpc,centromere protein C
313672,0.39531,7.1607,0.63585,0.62171,0.53413,0.97574,Kazn,"""kazrin, periplakin interacting protein"""
313521,-0.56618,10.485,0.91091,-0.62155,0.53424,0.97577,Hpdl,4-hydroxyphenylpyruvate dioxygenase-like
298795,1.018,2.0083,1.6395,0.62092,0.53465,0.97636,LOC298795,similar to 14-3-3 protein sigma
246146,0.11282,78.475,0.18184,0.62043,0.53497,0.97663,Hspbp1,HSPA (Hsp70) binding protein 1
361418,-1.2968,31.858,2.0901,-0.62043,0.53498,0.97663,Hsdl1,hydroxysteroid dehydrogenase like 1
294260,0.23701,94.057,0.38218,0.62015,0.53516,0.97679,Skiv2l,Ski2 like RNA helicase
309016,-0.16351,99.639,0.26399,-0.61938,0.53567,0.97721,Wdr11,WD repeat domain 11
294362,-0.30001,508.68,0.48442,-0.61933,0.5357,0.97721,Cisd1,CDGSH iron sulfur domain 1
287550,-0.45659,56.253,0.73745,-0.61914,0.53582,0.97721,Tp53i13,tumor protein p53 inducible protein 13
315732,0.48916,444.06,0.79021,0.61903,0.5359,0.97721,Uaca,uveal autoantigen with coiled-coil domains and ankyrin repeats
293741,1.2208,1.1747,1.9724,0.61893,0.53596,0.97721,Ms4a12,membrane spanning 4-domains A12
60352,-0.4083,111.49,0.65982,-0.6188,0.53605,0.97721,Mapk12,mitogen-activated protein kinase 12
24842,0.22695,84.324,0.36688,0.61861,0.53617,0.97721,Tp53,tumor protein p53
54290,-0.24869,99.147,0.40202,-0.61859,0.53619,0.97721,Rgs10,regulator of G-protein signaling 10
684352,-0.60453,101.76,0.97748,-0.61846,0.53627,0.97721,Twf2,twinfilin actin-binding protein 2
362615,-0.34508,9.9955,0.55803,-0.61838,0.53632,0.97721,Gpatch3,G patch domain containing 3
108348115,-0.21534,3282.7,0.3483,-0.61825,0.53641,0.97721,Rps19,ribosomal protein S19
307414,0.56162,46.995,0.90875,0.61802,0.53656,0.97721,MGC108823,similar to interferon-inducible GTPase
171015,0.90122,53.473,1.4587,0.61783,0.53669,0.97721,Cyb5r4,cytochrome b5 reductase 4
363494,0.16931,42.52,0.27413,0.61761,0.53683,0.97721,Gla,"""galactosidase, alpha"""
362402,0.1471,464.77,0.2382,0.61754,0.53688,0.97721,Fgd5,"""FYVE, RhoGEF and PH domain containing 5"""
297416,-0.31914,59.224,0.51682,-0.61751,0.5369,0.97721,Nfu1,NFU1 iron-sulfur cluster scaffold
298075,0.93503,24.935,1.5146,0.61735,0.537,0.97721,Ncbp1,nuclear cap binding protein subunit 1
313978,-0.45895,92.055,0.74344,-0.61733,0.53701,0.97721,E2f6,E2F transcription factor 6
301570,0.19702,138.09,0.31945,0.61674,0.5374,0.97754,Sp110,SP110 nuclear body protein
81810,0.47521,541.85,0.77063,0.61665,0.53746,0.97754,Tgfbr2,"""transforming growth factor, beta receptor 2"""
83789,-0.26883,2867.3,0.43603,-0.61654,0.53754,0.97754,Rps2,ribosomal protein S2
266813,-0.28622,33.73,0.46475,-0.61585,0.53799,0.97754,Prrx1,paired related homeobox 1
171079,-0.88576,3.7028,1.4385,-0.61574,0.53807,0.97754,B3galt4,"""Beta-1,3-galactosyltransferase 4"""
81771,-0.56673,18.432,0.92042,-0.61572,0.53808,0.97754,Rps6ka1,ribosomal protein S6 kinase A1
290986,0.23203,280.37,0.3769,0.61564,0.53813,0.97754,Agtpbp1,ATP/GTP binding protein 1
116728,0.24732,53.37,0.40188,0.6154,0.53829,0.97754,Septin5,septin 5
296753,0.80746,64.191,1.3122,0.61535,0.53832,0.97754,Srpk2,SRSF protein kinase 2
170573,-1.0835,1.8894,1.7609,-0.61532,0.53834,0.97754,Slc38a4,"""solute carrier family 38, member 4"""
29381,0.19071,87.033,0.30995,0.61528,0.53837,0.97754,Acvr1b,activin A receptor type 1B
686179,-0.82261,6.8073,1.337,-0.61527,0.53838,0.97754,Ttc39c,tetratricopeptide repeat domain 39C
362483,-0.24469,53.282,0.39781,-0.61509,0.53849,0.97754,MGC94199,similar to RIKEN cDNA 2610301B20; EST AI428449
65157,-0.506,151.13,0.82328,-0.61462,0.53881,0.97754,Amotl2,angiomotin like 2
290303,-0.3268,87.374,0.53188,-0.61443,0.53893,0.97754,Spryd7,SPRY domain containing 7
29639,0.40525,48.185,0.6596,0.61438,0.53896,0.97754,Fxyd2,FXYD domain-containing ion transport regulator 2
361747,2.1964,3.9809,3.5794,0.61363,0.53946,0.97754,Spata6l,spermatogenesis associated 6-like
85384,1.1893,48.59,1.9385,0.6135,0.53955,0.97754,Sos2,SOS Ras/Rho guanine nucleotide exchange factor 2
246254,-1.438,19.874,2.3448,-0.61326,0.5397,0.97754,Gpsm1,G-protein signaling modulator 1
499020,-0.73692,21.781,1.2018,-0.6132,0.53974,0.97754,Wtap,WT1 associated protein
317296,-0.86094,84.875,1.4043,-0.61308,0.53982,0.97754,Mtmr1,myotubularin related protein 1
305909,0.68907,33.289,1.1246,0.61271,0.54007,0.97754,Cenpj,centromere protein J
24812,0.25908,207.64,0.42295,0.61256,0.54017,0.97754,Tap2,"""transporter 2, ATP binding cassette subfamily B member"""
29645,-0.27615,74.302,0.45087,-0.61248,0.54022,0.97754,Ptprj,"""protein tyrosine phosphatase, receptor type, J"""
289084,0.18508,123.06,0.30222,0.61243,0.54026,0.97754,RGD1309104,similar to RIKEN cDNA 1700025G04 gene
24333,-0.40825,564.38,0.66665,-0.61239,0.54028,0.97754,Eno1,enolase 1
362045,-0.1615,115.37,0.26379,-0.61224,0.54038,0.97754,Lamtor3,"""late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"""
303196,-0.16529,134.23,0.27003,-0.61214,0.54044,0.97754,Tmem11,transmembrane protein 11
680782,-0.28339,128.56,0.46297,-0.61211,0.54046,0.97754,Spcs3,signal peptidase complex subunit 3
309255,-0.37524,74.391,0.61306,-0.61207,0.54049,0.97754,Mtmr10,myotubularin related protein 10
290668,-0.34852,56.448,0.56945,-0.61203,0.54052,0.97754,Mau2,MAU2 sister chromatid cohesion factor
361368,-1.0658,13.416,1.7416,-0.61197,0.54056,0.97754,Large1,LARGE xylosyl- and glucuronyltransferase 1
24192,-0.28156,112.87,0.46013,-0.61191,0.5406,0.97754,Akr1b1,aldo-keto reductase family 1 member B
24356,0.55222,262.88,0.9028,0.61168,0.54075,0.97754,Ets1,"""ETS proto-oncogene 1, transcription factor"""
499801,-0.97432,45.625,1.5935,-0.61145,0.5409,0.97754,Ifih1,interferon induced with helicase C domain 1
84018,0.49053,79.997,0.80257,0.6112,0.54107,0.97754,Synj2,synaptojanin 2
362456,0.21364,384,0.34962,0.61107,0.54115,0.97754,Arhgdib,Rho GDP dissociation inhibitor beta
296279,-0.8947,25.637,1.4646,-0.61089,0.54127,0.97754,Tm9sf4,transmembrane 9 superfamily member 4
293960,-0.39327,309.68,0.64376,-0.61089,0.54127,0.97754,Zfand5,zinc finger AN1-type containing 5
29666,-0.15266,437.24,0.24992,-0.61084,0.5413,0.97754,Psmb6,proteasome 20S subunit beta 6
60431,0.11468,208.76,0.18774,0.61083,0.54132,0.97754,Vapb,VAMP associated protein B and C
499966,0.4136,5.456,0.6772,0.61075,0.54136,0.97754,Xrcc2,X-ray repair cross complementing 2
309136,-1.214,2.0952,1.9877,-0.61074,0.54137,0.97754,Lto1,LTO1 maturation factor of ABCE1
83628,0.5399,51.151,0.88413,0.61065,0.54143,0.97754,Cd82,Cd82 molecule
114612,-0.26607,472.84,0.43582,-0.61052,0.54152,0.97754,Ddx39b,DExD-box helicase 39B
316233,0.52272,21.145,0.85658,0.61024,0.5417,0.97754,Tjap1,tight junction associated protein 1
361663,0.3038,26.447,0.49784,0.61024,0.5417,0.97754,Lhpp,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
100363193,-0.98694,3.0225,1.6176,-0.61013,0.54178,0.97754,LOC100363193,LRRGT00076-like
361453,-1.9534,2.9523,3.2016,-0.61012,0.54178,0.97754,Adat2,"""adenosine deaminase, tRNA-specific 2"""
362003,1.4591,13.307,2.3917,0.61009,0.5418,0.97754,Gpr89b,G protein-coupled receptor 89B
89805,0.31576,92.046,0.51759,0.61006,0.54182,0.97754,Angpt2,angiopoietin 2
246757,0.51484,14.356,0.84419,0.60986,0.54195,0.97759,Klhl17,kelch-like family member 17
362724,-0.65269,7.1304,1.0704,-0.60975,0.54203,0.97759,Sh3yl1,SH3 and SYLF domain containing 1
311399,-0.6515,2.133,1.0688,-0.60954,0.54216,0.97765,Usp50,ubiquitin specific peptidase 50
363273,-0.22311,25.195,0.36616,-0.60931,0.54232,0.97765,Cops7b,COP9 signalosome subunit 7B
83503,-0.19345,248.86,0.31753,-0.60922,0.54238,0.97765,Polr2f,RNA polymerase II subunit F
29688,0.15307,81.046,0.25131,0.6091,0.54246,0.97765,Minpp1,multiple inositol-polyphosphate phosphatase 1
365355,0.25285,145.87,0.41521,0.60898,0.54254,0.97765,Rras2,RAS related 2
361856,-0.52974,11.134,0.87003,-0.60888,0.54261,0.97765,Tube1,"""tubulin, epsilon 1"""
303002,-0.24311,71.89,0.39943,-0.60865,0.54276,0.97776,Rab11fip3,RAB11 family interacting protein 3
362176,-0.38059,71.516,0.6256,-0.60836,0.54295,0.97794,Lmo2,LIM domain only 2
305831,-0.25996,50.959,0.4275,-0.6081,0.54312,0.97794,Atg14,autophagy related 14
29279,-0.20284,224.94,0.33357,-0.60809,0.54313,0.97794,Meox2,mesenchyme homeobox 2
25744,-0.40947,178.56,0.67418,-0.60735,0.54362,0.97815,Nf2,neurofibromin 2
192277,1.0752,11.532,1.7703,0.60732,0.54364,0.97815,Stip1,stress-induced phosphoprotein 1
304396,-0.25713,39.669,0.4235,-0.60715,0.54375,0.97815,Lrwd1,leucine-rich repeats and WD repeat domain containing 1
303343,-0.53485,4.6679,0.88178,-0.60656,0.54415,0.97815,Abhd15,abhydrolase domain containing 15
291034,-0.39938,15.943,0.65846,-0.60654,0.54415,0.97815,Mcur1,mitochondrial calcium uniporter regulator 1
312516,0.62774,28.558,1.035,0.60652,0.54417,0.97815,Gmcl1,"""germ cell-less 1, spermatogenesis associated"""
266732,1.2955,18.759,2.1362,0.60647,0.5442,0.97815,Npc1,NPC intracellular cholesterol transporter 1
363272,0.14272,66.741,0.23533,0.60644,0.54422,0.97815,Pde6d,phosphodiesterase 6D
288599,0.16253,299.43,0.26808,0.60626,0.54434,0.97815,Eif4h,eukaryotic translation initiation factor 4H
316370,-0.23386,55.809,0.38577,-0.6062,0.54438,0.97815,Poglut2,protein O-glucosyltransferase 2
306270,-0.1853,106.03,0.30572,-0.60612,0.54443,0.97815,Oxnad1,oxidoreductase NAD-binding domain containing 1
500655,-0.76608,129.49,1.264,-0.60609,0.54446,0.97815,Timm17al1,translocase of inner mitochondrial membrane 17a-like 1
363241,-0.21709,802.99,0.35832,-0.60586,0.54461,0.97815,Eef1b2,eukaryotic translation elongation factor 1 beta 2
362652,0.2525,43.758,0.41687,0.6057,0.54471,0.97815,Dnajc16,DnaJ heat shock protein family (Hsp40) member C16
29348,-0.5607,9.8959,0.9258,-0.60564,0.54476,0.97815,Fgf7,fibroblast growth factor 7
24419,-0.99572,1.12,1.6441,-0.60564,0.54476,0.97815,Grm6,glutamate metabotropic receptor 6
60418,0.25068,130.54,0.41414,0.60532,0.54497,0.97815,Gde1,glycerophosphodiester phosphodiesterase 1
116597,-1.0326,5.4626,1.7064,-0.60515,0.54508,0.97815,Opcml,opioid binding protein/cell adhesion molecule-like
293114,-0.22979,43.138,0.37979,-0.60504,0.54515,0.97815,Tmem126b,transmembrane protein 126B
297433,-0.56361,35.653,0.93157,-0.60501,0.54517,0.97815,Podxl2,podocalyxin-like 2
25378,-1.3049,1.0451,2.1575,-0.6048,0.54531,0.97815,Amh,anti-Mullerian hormone
252962,-1.3269,7.5327,2.1944,-0.60468,0.54539,0.97815,Phtf1,putative homeodomain transcription factor 1
25357,-1.1386,1.0671,1.883,-0.60465,0.54541,0.97815,Thrsp,thyroid hormone responsive
317575,-1.229,1.5411,2.0331,-0.6045,0.54551,0.97815,Smarca1,"""SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"""
691543,1.5293,15.021,2.5298,0.6045,0.54551,0.97815,Katnbl1,katanin regulatory subunit B1 like 1
65034,0.45627,86.329,0.75534,0.60407,0.5458,0.97817,Pdzd2,PDZ domain containing 2
366872,0.1503,265.22,0.24882,0.60406,0.5458,0.97817,Cep83,centrosomal protein 83
287653,-0.52638,3.6816,0.87156,-0.60395,0.54588,0.97817,Lrrc46,leucine rich repeat containing 46
310375,-0.66928,30.773,1.1082,-0.60394,0.54588,0.97817,Zfp131,zinc finger protein 131
310982,0.20283,54.622,0.33613,0.60344,0.54621,0.97834,Ttll7,tubulin tyrosine ligase like 7
310352,0.60764,102.63,1.007,0.6034,0.54624,0.97834,Jade1,jade family PHD finger 1
81680,0.37219,36.085,0.61683,0.60339,0.54625,0.97834,Lifr,LIF receptor subunit alpha
289831,-0.21527,188.3,0.3569,-0.60318,0.54639,0.97843,Commd1,copper metabolism domain containing 1
288921,-0.37097,21.132,0.61554,-0.60268,0.54672,0.97886,Fbxw9,F-box and WD repeat domain containing 9
499974,-0.33869,57.895,0.56216,-0.60249,0.54685,0.9789,Nupl2,nucleoporin like 2
298765,0.14877,395.69,0.24698,0.60237,0.54693,0.9789,Zfp36l2,"""zinc finger protein 36, C3H type-like 2"""
500893,0.296,15.738,0.49159,0.60213,0.54709,0.9789,Gli4,GLI family zinc finger 4
690826,0.54034,4.443,0.8976,0.60198,0.54719,0.9789,LOC690826,similar to protocadherin beta 16
64845,-1.0196,19.857,1.6938,-0.60194,0.54721,0.9789,Gphn,gephyrin
679140,-0.19558,49.019,0.32502,-0.60175,0.54734,0.9789,Exosc1,exosome component 1
308344,0.48069,7.0656,0.79891,0.60169,0.54738,0.9789,Fam71e2,"""family with sequence similarity 71, member E2"""
362801,-1.4368,2.4673,2.3902,-0.60113,0.54775,0.97894,Garem2,GRB2 associated regulator of MAPK1 subtype 2
313242,-0.15544,27.729,0.25863,-0.60099,0.54784,0.97894,Dcaf10,DDB1 and CUL4 associated factor 10
298873,-0.34112,23.788,0.56763,-0.60095,0.54787,0.97894,Slc7a15,"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 15"""
360915,-0.11136,231.86,0.18532,-0.60089,0.54792,0.97894,Cops4,COP9 signalosome subunit 4
367786,-0.30834,29.818,0.51317,-0.60085,0.54794,0.97894,Bmx,BMX non-receptor tyrosine kinase
29538,-0.92876,1.7947,1.5458,-0.60083,0.54795,0.97894,Ccl20,C-C motif chemokine ligand 20
171164,0.25245,224.08,0.42034,0.60058,0.54812,0.97908,Gbp2,guanylate binding protein 2
84006,0.17901,50.148,0.29819,0.60033,0.54828,0.97917,Prkci,"""protein kinase C, iota"""
84422,1.4081,5.2412,2.347,0.59995,0.54854,0.97917,Gfra3,GDNF family receptor alpha 3
691354,-0.53312,11.662,0.88916,-0.59958,0.54879,0.97917,LOC691354,hypothetical protein LOC691354
29135,-0.92009,2.5715,1.5351,-0.59937,0.54893,0.97917,Hpn,hepsin
364975,1.9582,2.4495,3.2672,0.59935,0.54894,0.97917,Gcdh,glutaryl-CoA dehydrogenase
29511,0.75047,2.9315,1.2522,0.59932,0.54896,0.97917,Padi2,peptidyl arginine deiminase 2
295672,0.60634,4.4108,1.0118,0.59927,0.54899,0.97917,Fkbp7,FKBP prolyl isomerase 7
316628,1.1491,2.6961,1.9176,0.59927,0.54899,0.97917,Asb1,ankyrin repeat and SOCS box-containing 1
58958,-0.4064,11.371,0.67825,-0.5992,0.54904,0.97917,Nup210,nucleoporin 210
24769,-0.60008,3.6182,1.0016,-0.59911,0.5491,0.97917,Sct,secretin
293688,-1.0939,3.3081,1.8261,-0.59901,0.54917,0.97917,Tm7sf2,transmembrane 7 superfamily member 2
60399,-0.63159,8.3267,1.0547,-0.59881,0.5493,0.97922,S1pr5,sphingosine-1-phosphate receptor 5
313474,-0.48625,136.5,0.81237,-0.59856,0.54946,0.97922,Eps15,epidermal growth factor receptor pathway substrate 15
498957,-0.3999,14.321,0.66825,-0.59843,0.54955,0.97922,Klhl36,kelch-like family member 36
295027,0.2932,19.354,0.49002,0.59835,0.54961,0.97922,Pcdh18,protocadherin 18
308405,0.39651,892.96,0.66309,0.59797,0.54986,0.97922,Dmpk,DM1 protein kinase
362094,0.18896,71.648,0.31601,0.59796,0.54986,0.97922,Mrps2,mitochondrial ribosomal protein S2
360674,0.25743,77.457,0.43062,0.59782,0.54996,0.97922,Bahcc1,BAH domain and coiled-coil containing 1
298366,0.26808,20.054,0.44846,0.59779,0.54998,0.97922,Ttc39a,tetratricopeptide repeat domain 39A
362809,-0.48582,319.72,0.81283,-0.59768,0.55005,0.97922,Ptges3,prostaglandin E synthase 3
686611,-0.27329,29.802,0.45741,-0.59748,0.55019,0.97922,Sinhcaf,SIN3-HDAC complex associated factor
298385,-0.22606,119.13,0.37851,-0.59722,0.55036,0.97922,Magoh,"""mago homolog, exon junction complex subunit"""
316164,0.64009,35.141,1.0718,0.59721,0.55036,0.97922,Satb1,SATB homeobox 1
287635,-0.1939,235.59,0.32468,-0.5972,0.55037,0.97922,Mrpl27,mitochondrial ribosomal protein L27
311716,-0.3307,36.325,0.55427,-0.59664,0.55075,0.97968,Col20a1,collagen type XX alpha 1 chain
100188933,-0.57124,6.5433,0.95774,-0.59645,0.55088,0.97968,Fam229b,"""family with sequence similarity 229, member B"""
54261,-0.92465,2.25,1.5504,-0.5964,0.55091,0.97968,Kcnn1,potassium calcium-activated channel subfamily N member 1
361769,1.1574,3.4868,1.9423,0.59588,0.55125,0.97999,Sufu,SUFU negative regulator of hedgehog signaling
315750,2.1598,3.2184,3.6247,0.59587,0.55126,0.97999,Lctl,lactase-like
290636,-0.20531,48.827,0.34465,-0.59572,0.55136,0.98,Pgls,6-phosphogluconolactonase
116654,0.17825,97.445,0.29944,0.59529,0.55165,0.98035,Exoc4,exocyst complex component 4
303614,0.74564,61.152,1.2529,0.59515,0.55174,0.98036,Smurf2,SMAD specific E3 ubiquitin protein ligase 2
83499,0.48114,265.23,0.80887,0.59483,0.55196,0.98046,Psmd4,"""proteasome 26S subunit, non-ATPase 4"""
307482,0.41118,23.462,0.69166,0.59448,0.55219,0.98046,Fchsd1,FCH and double SH3 domains 1
292597,-1.9679,3.4616,3.3103,-0.59446,0.5522,0.98046,Ttyh1,tweety family member 1
309008,2.1104,6.4687,3.552,0.59414,0.55242,0.98046,Inpp5f,inositol polyphosphate-5-phosphatase F
294734,-0.49237,40.251,0.82881,-0.59407,0.55246,0.98046,Gpbp1,GC-rich promoter binding protein 1
286910,0.26655,87.297,0.44869,0.59406,0.55247,0.98046,Smim3,small integral membrane protein 3
365590,-0.26246,28.731,0.44186,-0.59398,0.55252,0.98046,Zbtb24,zinc finger and BTB domain containing 24
361094,0.22038,139.11,0.37103,0.59398,0.55252,0.98046,Ubac2,UBA domain containing 2
301442,-0.36096,139.32,0.60801,-0.59368,0.55273,0.98059,Sumo1,small ubiquitin-like modifier 1
310640,0.98075,12.964,1.6528,0.5934,0.55291,0.98059,Fam189b,"""family with sequence similarity 189, member B"""
303612,0.29715,17.951,0.50095,0.59317,0.55307,0.98059,Polg2,"""DNA polymerase gamma 2, accessory subunit"""
291469,-0.20295,52.818,0.34222,-0.59304,0.55315,0.98059,Srfbp1,serum response factor binding protein 1
294568,-0.9152,1.706,1.5435,-0.59295,0.55322,0.98059,Wasf1,WASP family member 1
500723,0.2529,17.377,0.42655,0.5929,0.55325,0.98059,Zfp839,zinc finger protein 839
94189,-0.23792,21.259,0.40131,-0.59287,0.55326,0.98059,Gosr1,golgi SNAP receptor complex member 1
24780,0.74969,40.262,1.2647,0.59278,0.55333,0.98059,Slc4a2,solute carrier family 4 member 2
363210,-0.21578,90.467,0.36413,-0.59258,0.55346,0.98063,Phf3,PHD finger protein 3
84583,0.34018,22.947,0.57421,0.59243,0.55356,0.98063,Rgs2,regulator of G-protein signaling 2
309196,-0.5892,9.7114,0.99471,-0.59234,0.55362,0.98063,Ttc9c,tetratricopeptide repeat domain 9C
84386,-0.79964,2.8077,1.3505,-0.59209,0.55379,0.98077,Slpi,secretory leukocyte peptidase inhibitor
287101,1.2123,9.6162,2.049,0.59165,0.55409,0.98113,Pkmyt1,"""protein kinase, membrane associated tyrosine/threonine 1"""
304944,1.6964,0.67988,2.8685,0.59141,0.55425,0.98115,Uck2,uridine-cytidine kinase 2
365191,-0.11429,521.59,0.19335,-0.5911,0.55445,0.98115,Chmp2a,charged multivesicular body protein 2A
